Unnamed: 0,OrderID,OrderDate,CustomerID,CustomerName,ProductID,ProductName,Category,Brand,Quantity,UnitPrice,Discount,Tax,ShippingCost,Unnamed: 14,PaymentMethod,OrderStatus,City,State,Country,SellerID,TotalAmount
55216,ORD0055217,24-11-2021,CUST041008,Neha Gupta,P00042,Projector Mini,Clothing,Apex,3,556.72,0.0,300.63,2.6,,Credit Card,Shipped,San Francisco,CA,Canada,SELL01253,1974.6626000000022
31726,ORD0031727,15-10-2021,CUST001391,Vivaan Kapoor,P00033,Puzzle 1000pc,Home & Kitchen,Zenith,3,492.77,0.15,100.53,7.9,,Amazon Pay,Shipped,Washington,DC,United States,SELL01875,1366.8831000000014
36029,ORD0036030,23-04-2022,CUST025552,Pooja Gupta,P00043,HDMI Cable 2m,Sports & Outdoors,UrbanStyle,1,172.87,0.0,8.64,9.32,,Credit Card,Delivered,Chicago,IL,United States,SELL01514,190.72140000000013
27617,ORD0027618,25-05-2023,CUST034062,Aman Joshi,P00025,Running Shoes,Books,FitLife,2,467.55,0.3,0.0,10.74,,Debit Card,Shipped,Indianapolis,IN,United States,SELL01758,677.4453999999996
67495,ORD0067496,20-01-2021,CUST043739,Anjali Mehta,P00026,Sunglasses,Sports & Outdoors,NexPro,2,561.17,0.15,114.48,7.98,,Credit Card,Delivered,San Francisco,CA,United States,SELL00892,1077.4209999999982
49482,ORD0049483,09-04-2023,CUST001515,Vihaan Kumar,P00002,Bluetooth Speaker,Books,NexPro,4,239.66,0.1,43.14,8.18,,Debit Card,Delivered,Los Angeles,CA,United States,SELL00353,911.7604000000007
64730,ORD0064731,31-01-2021,CUST017489,Mohit Patel,P00045,Phone Tripod,Toys & Games,FitLife,3,539.9,0.15,110.14,13.48,,Credit Card,Delivered,Columbus,OH,Australia,SELL01827,1496.1919999999996
60935,ORD0060936,11-11-2024,CUST034719,Kabir Reddy,P00043,HDMI Cable 2m,Electronics,UrbanStyle,5,253.7,0.05,0.0,11.91,,Debit Card,Delivered,San Jose,CA,United States,SELL00044,1220.5137000000009
67161,ORD0067162,23-04-2023,CUST042872,Sneha Kumar,P00030,Dress Shirt,Clothing,Apex,5,302.93,0.15,103.0,3.92,,Net Banking,Delivered,Fort Worth,TX,United States,SELL00798,1396.7720999999992
44912,ORD0044913,26-11-2023,CUST023233,Vihaan Mehta,P00033,Puzzle 1000pc,Books,HomeEase,5,399.79,0.15,0.0,10.36,,Amazon Pay,Shipped,Los Angeles,CA,United States,SELL00224,1694.4892000000002
46751,ORD0046752,09-03-2023,CUST042629,Vihaan Reddy,P00001,Wireless Earbuds,Electronics,CoreTech,4,249.12,0.05,113.6,2.6,,Amazon Pay,Delivered,Charlotte,NC,India,SELL00767,1064.2129000000004
81059,ORD0081060,14-12-2022,CUST044812,Priya Kapoor,P00042,Projector Mini,Home & Kitchen,UrbanStyle,5,511.83,0.05,194.5,11.11,,Credit Card,Delivered,San Jose,CA,India,SELL00662,2635.901299999998
4916,ORD0004917,28-03-2021,CUST044333,Kabir Kumar,P00019,LED Desk Lamp,Electronics,HomeEase,4,446.01,0.1,128.45,3.31,,Amazon Pay,Delivered,Jacksonville,FL,United States,SELL01899,1739.989799999998
52566,ORD0052567,28-02-2021,CUST044366,Aditya Kumar,P00038,External HDD 2TB,Clothing,Apex,5,230.25,0.05,87.5,8.58,,UPI,Delivered,San Diego,CA,United States,SELL01972,1189.5137000000004
96213,ORD0096214,21-12-2024,CUST041168,Kabir Gupta,P00049,Children's Book,Books,UrbanStyle,5,532.14,0.0,212.86,7.04,,Debit Card,Delivered,Jacksonville,FL,United States,SELL01063,2879.3852000000006
26868,ORD0026869,14-10-2024,CUST032475,Aarav Verma,P00032,Board Game,Books,CoreTech,1,349.57,0.15,23.77,1.7,,Credit Card,Delivered,Philadelphia,PA,United States,SELL00917,324.33099999999956
65971,ORD0065972,06-01-2023,CUST018560,Kabir Kapoor,P00033,Puzzle 1000pc,Toys & Games,ReadMore,1,414.89,0.05,19.71,13.31,,Amazon Pay,Delivered,Seattle,WA,United States,SELL00539,426.5892999999993
38598,ORD0038599,13-12-2020,CUST040322,Sahil Kumar,P00040,Microphone,Home & Kitchen,ReadMore,3,79.72,0.0,19.13,13.55,,Amazon Pay,Delivered,New York,NY,United Kingdom,SELL00594,270.29810000000003
8589,ORD0008590,03-12-2022,CUST022105,Anjali Kumar,P00041,Webcam Full HD,Home & Kitchen,FitLife,2,279.86,0.2,35.82,9.04,,Cash on Delivery,Delivered,San Antonio,TX,United States,SELL00217,492.7260999999999
76174,ORD0076175,30-11-2020,CUST033982,Rohit Gupta,P00009,Portable SSD 1TB,Clothing,UrbanStyle,3,452.87,0.0,67.93,2.23,,Net Banking,Delivered,Columbus,OH,United States,SELL01826,1430.3188
801,ORD0000802,29-06-2023,CUST003091,Arjun Patel,P00027,Winter Jacket,Books,UrbanStyle,5,549.2,0.05,130.44,5.06,,Debit Card,Delivered,Houston,TX,United States,SELL01107,2745.165100000003
64638,ORD0064639,18-01-2021,CUST027184,Priya Verma,P00005,Laptop Sleeve,Electronics,KiddoFun,3,43.52,0.05,9.92,11.3,,Credit Card,Delivered,Jacksonville,FL,United Kingdom,SELL00764,144.8806
94732,ORD0094733,14-12-2022,CUST046393,Aman Mehta,P00023,Cookware Set,Sports & Outdoors,NexPro,4,457.87,0.1,82.42,0.71,,Credit Card,Delivered,Fort Worth,TX,United States,SELL01135,1734.1240000000003
54510,ORD0054511,10-05-2022,CUST004647,Priya Kumar,P00024,Yoga Mat,Clothing,CoreTech,3,543.85,0.0,195.79,6.11,,Cash on Delivery,Shipped,New York,NY,United States,SELL00203,1836.6168000000011
22166,ORD0022167,26-04-2022,CUST040135,Aman Kapoor,P00003,Smartphone Case,Clothing,FitLife,5,343.22,0.05,195.64,7.34,,Credit Card,Delivered,Philadelphia,PA,United States,SELL00972,1830.9596999999997
65339,ORD0065340,04-08-2023,CUST010966,Mohit Verma,P00045,Phone Tripod,Home & Kitchen,Apex,1,319.53,0.15,21.73,1.07,,Credit Card,Delivered,Los Angeles,CA,United States,SELL01858,294.93100000000027
48535,ORD0048536,14-07-2022,CUST025906,Priya Kapoor,P00026,Sunglasses,Clothing,FitLife,3,286.81,0.2,55.07,12.6,,Debit Card,Shipped,Austin,TX,United States,SELL01656,753.2173999999999
96386,ORD0096387,16-07-2024,CUST040723,Aman Patel,P00007,Mechanical Keyboard,Home & Kitchen,BrightLux,2,517.36,0.2,99.33,1.38,,UPI,Delivered,Philadelphia,PA,United States,SELL00677,934.729000000001
98226,ORD0098227,23-07-2022,CUST025510,Sunita Kumar,P00047,Memory Card 128GB,Electronics,KiddoFun,5,554.85,0.0,332.91,8.23,,Amazon Pay,Delivered,Jacksonville,FL,United States,SELL00576,3115.2890000000043
97890,ORD0097891,22-07-2020,CUST028595,Kabir Mehta,P00023,Cookware Set,Toys & Games,HomeEase,2,115.92,0.0,18.55,10.51,,Debit Card,Delivered,San Diego,CA,United States,SELL01033,260.55860000000024
37942,ORD0037943,11-06-2021,CUST034057,Anjali Kapoor,P00005,Laptop Sleeve,Sports & Outdoors,BrightLux,4,236.86,0.2,37.9,5.11,,Net Banking,Delivered,Fort Worth,TX,India,SELL00949,799.9261000000002
47850,ORD0047851,05-08-2022,CUST034277,Simran Reddy,P00031,Kids Toy Car,Toys & Games,BrightLux,4,133.78,0.25,20.07,7.88,,Credit Card,Delivered,Washington,DC,United States,SELL01038,429.99400000000037
48917,ORD0048918,10-07-2024,CUST031629,Aman Kapoor,P00050,Novel Bestseller,Sports & Outdoors,NexPro,4,586.72,0.05,401.32,9.42,,Credit Card,Delivered,San Francisco,CA,United States,SELL00486,2634.275199999999
40590,ORD0040591,06-12-2020,CUST040983,Ritika Kumar,P00046,Car Charger,Toys & Games,KiddoFun,3,358.22,0.05,51.05,10.11,,Credit Card,Delivered,Columbus,OH,United States,SELL01953,1081.359599999998
66574,ORD0066575,22-12-2023,CUST032138,Neha Joshi,P00044,Power Bank 20000mAh,Toys & Games,Apex,4,261.19,0.05,0.0,1.38,,UPI,Delivered,Los Angeles,CA,Canada,SELL00583,999.3789999999991
9058,ORD0009059,21-05-2023,CUST000166,Rohit Verma,P00050,Novel Bestseller,Electronics,ReadMore,4,417.71,0.05,126.98,13.5,,Credit Card,Delivered,Denver,CO,United States,SELL00084,1726.8507999999993
64048,ORD0064049,06-10-2021,CUST010417,Rohit Kumar,P00040,Microphone,Electronics,CoreTech,4,249.74,0.0,79.92,13.74,,Credit Card,Pending,Dallas,TX,United States,SELL00883,1091.1286999999986
88172,ORD0088173,07-12-2024,CUST003077,Vivaan Reddy,P00001,Wireless Earbuds,Home & Kitchen,FitLife,3,581.94,0.3,146.65,13.85,,Debit Card,Delivered,San Jose,CA,United States,SELL00150,1386.6603000000025
86445,ORD0086446,27-12-2024,CUST046857,Sunita Gupta,P00044,Power Bank 20000mAh,Toys & Games,UrbanStyle,1,513.01,0.05,38.99,9.56,,Debit Card,Shipped,Columbus,OH,India,SELL01398,535.0284000000006
32359,ORD0032360,21-07-2022,CUST009659,Aarav Verma,P00044,Power Bank 20000mAh,Sports & Outdoors,FitLife,5,380.25,0.05,144.5,11.37,,Credit Card,Delivered,Phoenix,AZ,United Kingdom,SELL01169,1960.1475999999984
9406,ORD0009407,07-01-2024,CUST028335,Aman Sharma,P00005,Laptop Sleeve,Toys & Games,BrightLux,4,293.84,0.05,55.83,7.51,,Cash on Delivery,Delivered,Columbus,OH,United States,SELL01293,1179.5620999999983
90723,ORD0090724,01-01-2023,CUST006486,Simran Mehta,P00044,Power Bank 20000mAh,Electronics,UrbanStyle,3,93.23,0.1,12.59,5.07,,Net Banking,Delivered,Dallas,TX,United States,SELL01006,270.83230000000003
26402,ORD0026403,29-05-2021,CUST023301,Kabir Joshi,P00015,Instant Pot,Clothing,NexPro,1,230.67,0.15,9.8,8.47,,Cash on Delivery,Delivered,New York,NY,India,SELL01300,214.65700000000004
68580,ORD0068581,04-05-2021,CUST030903,Vihaan Mehta,P00043,HDMI Cable 2m,Toys & Games,CoreTech,1,111.66,0.0,8.93,9.15,,UPI,Shipped,Dallas,TX,United States,SELL01908,129.44209999999993
69801,ORD0069802,04-01-2022,CUST046329,Mohit Sharma,P00034,Desk Organizer,Sports & Outdoors,FitLife,2,80.41,0.15,10.94,11.01,,UPI,Delivered,San Antonio,TX,United States,SELL00733,157.08849999999987
54651,ORD0054652,10-05-2022,CUST000024,Mohit Verma,P00020,Office Chair,Books,HomeEase,4,203.64,0.05,61.91,6.14,,Net Banking,Shipped,Chicago,IL,United States,SELL01856,840.7757999999999
44110,ORD0044111,25-04-2022,CUST012397,Anjali Verma,P00031,Kids Toy Car,Clothing,Apex,2,575.73,0.25,155.45,8.53,,Net Banking,Delivered,San Diego,CA,United States,SELL00267,1028.0242000000007
85585,ORD0085586,22-05-2022,CUST006809,Mohit Reddy,P00013,Action Camera,Toys & Games,CoreTech,5,548.1,0.0,137.02,13.98,,Credit Card,Delivered,San Jose,CA,United States,SELL01961,2888.9763999999996
11625,ORD0011626,10-09-2022,CUST040860,Karan Joshi,P00012,Noise Cancelling Headphones,Electronics,UrbanStyle,5,222.21,0.05,126.66,10.05,,Cash on Delivery,Shipped,Dallas,TX,United Kingdom,SELL00927,1191.8892000000017
7000,ORD0007001,09-05-2021,CUST009786,Anjali Patel,P00036,Smart Light Bulb,Toys & Games,HomeEase,1,169.04,0.0,13.52,9.87,,Credit Card,Delivered,Dallas,TX,United States,SELL01770,192.2353000000001
19256,ORD0019257,14-04-2022,CUST022540,Aditya Reddy,P00013,Action Camera,Home & Kitchen,HomeEase,2,546.5,0.15,111.49,4.32,,Credit Card,Delivered,Chicago,IL,United States,SELL00574,1046.4297000000004
61037,ORD0061038,16-04-2020,CUST007357,Sahil Kapoor,P00029,T-Shirt,Sports & Outdoors,Apex,3,43.31,0.05,6.17,8.83,,Debit Card,Delivered,Washington,DC,United States,SELL00645,138.91820000000016
2546,ORD0002547,09-05-2021,CUST011764,Aman Sharma,P00017,Electric Kettle,Sports & Outdoors,Apex,1,363.46,0.0,18.17,14.09,,Debit Card,Delivered,Houston,TX,United States,SELL00778,394.0871000000003
25792,ORD0025793,13-02-2021,CUST020680,Kabir Reddy,P00010,Smartwatch,Sports & Outdoors,HomeEase,4,256.73,0.0,82.15,4.75,,Credit Card,Shipped,Philadelphia,PA,India,SELL00121,1115.0085000000022
51155,ORD0051156,21-04-2023,CUST005139,Mohit Reddy,P00035,Desk Plant,Toys & Games,FitLife,4,266.12,0.05,121.35,9.1,,Credit Card,Shipped,Philadelphia,PA,United States,SELL00405,1141.8566000000017
33462,ORD0033463,03-09-2021,CUST042360,Sneha Patel,P00006,Gaming Mouse,Electronics,NexPro,2,259.79,0.25,46.76,2.29,,Net Banking,Delivered,Houston,TX,United States,SELL00851,438.99470000000014
87301,ORD0087302,21-01-2023,CUST030015,Anjali Verma,P00005,Laptop Sleeve,Clothing,Apex,2,160.29,0.0,25.65,14.19,,Debit Card,Shipped,Austin,TX,United States,SELL00477,359.0977999999998
53787,ORD0053788,10-01-2020,CUST018320,Vikas Sharma,P00011,Fitness Band,Clothing,Apex,5,533.64,0.0,320.18,5.34,,Debit Card,Returned,Los Angeles,CA,United States,SELL01600,2994.2544999999977
85638,ORD0085639,04-09-2022,CUST033954,Vivaan Patel,P00028,Jeans,Electronics,CoreTech,5,9.94,0.2,4.77,6.97,,Credit Card,Delivered,Phoenix,AZ,United States,SELL01285,51.378
41047,ORD0041048,27-11-2022,CUST014588,Mohit Sharma,P00029,T-Shirt,Sports & Outdoors,Zenith,4,542.47,0.1,156.23,14.1,,Net Banking,Delivered,Columbus,OH,United Kingdom,SELL01009,2121.163700000001
43655,ORD0043656,10-12-2020,CUST048552,Vikas Verma,P00011,Fitness Band,Sports & Outdoors,BrightLux,3,347.06,0.05,118.69,7.87,,Amazon Pay,Delivered,Washington,DC,United States,SELL00004,1115.101199999998
16812,ORD0016813,02-01-2021,CUST025290,Priya Kumar,P00035,Desk Plant,Electronics,Zenith,1,372.98,0.1,60.42,14.27,,Debit Card,Pending,Phoenix,AZ,United States,SELL00743,409.6287000000001
7929,ORD0007930,02-11-2024,CUST016912,Arjun Reddy,P00019,LED Desk Lamp,Sports & Outdoors,KiddoFun,3,483.24,0.2,92.78,1.09,,Credit Card,Delivered,Phoenix,AZ,United States,SELL00288,1255.5646999999997
70674,ORD0070675,11-08-2024,CUST015523,Vivaan Mehta,P00037,Router,Books,UrbanStyle,5,595.47,0.05,141.42,6.0,,Debit Card,Shipped,Seattle,WA,United Kingdom,SELL01486,2975.7676000000006
76678,ORD0076679,02-05-2024,CUST005374,Pooja Reddy,P00046,Car Charger,Books,FitLife,1,303.22,0.0,15.16,13.29,,Amazon Pay,Delivered,Columbus,OH,United States,SELL00451,331.43269999999956
77943,ORD0077944,18-11-2023,CUST023032,Sahil Mehta,P00020,Office Chair,Electronics,NexPro,5,282.52,0.05,241.55,6.14,,Debit Card,Shipped,San Antonio,TX,United States,SELL00003,1589.5855000000017
17067,ORD0017068,12-08-2024,CUST040227,Neha Kapoor,P00019,LED Desk Lamp,Books,FitLife,5,520.63,0.1,281.14,8.22,,UPI,Delivered,Charlotte,NC,United States,SELL00295,2632.2463000000016
13220,ORD0013221,19-08-2020,CUST024714,Karan Singh,P00044,Power Bank 20000mAh,Sports & Outdoors,FitLife,4,92.77,0.05,42.3,1.36,,Amazon Pay,Delivered,San Francisco,CA,United Kingdom,SELL01460,400.9097
87175,ORD0087176,11-06-2023,CUST019538,Arjun Mehta,P00012,Noise Cancelling Headphones,Sports & Outdoors,KiddoFun,5,176.16,0.05,66.94,0.15,,UPI,Delivered,San Jose,CA,Canada,SELL00123,908.5423000000005
21955,ORD0021956,11-12-2022,CUST048039,Neha Singh,P00039,Graphic Tablet,Sports & Outdoors,KiddoFun,2,422.82,0.05,40.17,12.1,,Credit Card,Delivered,Houston,TX,United States,SELL00182,855.2319000000005
38508,ORD0038509,13-10-2020,CUST046624,Pooja Kapoor,P00012,Noise Cancelling Headphones,Clothing,BrightLux,2,254.99,0.05,87.21,0.61,,Debit Card,Pending,Austin,TX,United States,SELL00497,573.6468000000003
79688,ORD0079689,16-08-2023,CUST044047,Neha Patel,P00032,Board Game,Sports & Outdoors,KiddoFun,5,115.26,0.15,58.78,6.87,,UPI,Delivered,San Antonio,TX,United States,SELL00635,555.1364
490,ORD0000491,04-12-2024,CUST028007,Pooja Mehta,P00019,LED Desk Lamp,Clothing,FitLife,5,475.22,0.1,256.62,11.58,,Credit Card,Shipped,Philadelphia,PA,Australia,SELL01557,2401.3833
12005,ORD0012006,19-04-2024,CUST008655,Vihaan Joshi,P00009,Portable SSD 1TB,Sports & Outdoors,NexPro,2,10.16,0.1,1.46,5.34,,Credit Card,Delivered,Phoenix,AZ,United States,SELL00673,25.049399999999995
74277,ORD0074278,14-09-2021,CUST048197,Arjun Kapoor,P00032,Board Game,Electronics,BrightLux,3,114.12,0.1,55.46,11.21,,UPI,Shipped,Dallas,TX,United States,SELL01873,374.01070000000044
38824,ORD0038825,04-10-2021,CUST017164,Sunita Verma,P00029,T-Shirt,Toys & Games,Zenith,2,294.61,0.3,20.62,0.13,,Credit Card,Delivered,Indianapolis,IN,United States,SELL01435,437.50189999999986
74379,ORD0074380,09-01-2020,CUST029143,Aarav Mehta,P00016,Air Fryer,Sports & Outdoors,KiddoFun,5,260.81,0.3,45.64,5.13,,Debit Card,Delivered,Austin,TX,United States,SELL01209,967.6898000000007
37899,ORD0037900,26-05-2021,CUST010034,Vikas Gupta,P00033,Puzzle 1000pc,Sports & Outdoors,Apex,4,207.43,0.1,37.34,7.71,,UPI,Delivered,San Jose,CA,United States,SELL00102,793.1410000000008
39525,ORD0039526,09-12-2020,CUST024616,Vivaan Mehta,P00040,Microphone,Sports & Outdoors,ReadMore,4,556.33,0.0,178.03,8.19,,Amazon Pay,Delivered,Denver,CO,United States,SELL00272,2411.952900000002
29043,ORD0029044,15-11-2022,CUST034646,Vikas Sharma,P00047,Memory Card 128GB,Electronics,BrightLux,3,160.34,0.0,38.48,3.34,,Debit Card,Delivered,Chicago,IL,United States,SELL00113,523.3541999999993
4180,ORD0004181,23-04-2024,CUST032416,Karan Mehta,P00015,Instant Pot,Sports & Outdoors,Zenith,3,149.53,0.0,35.89,10.83,,UPI,Delivered,Washington,DC,Australia,SELL01273,494.5075999999998
70256,ORD0070257,14-03-2022,CUST011828,Arjun Joshi,P00036,Smart Light Bulb,Books,Zenith,3,471.69,0.1,101.89,13.77,,Debit Card,Delivered,Chicago,IL,United States,SELL00069,1387.6832000000002
79540,ORD0079541,24-03-2023,CUST027504,Priya Kapoor,P00011,Fitness Band,Home & Kitchen,NexPro,3,518.53,0.0,186.67,0.26,,Debit Card,Delivered,Seattle,WA,United States,SELL00908,1744.0324999999984
42405,ORD0042406,06-08-2020,CUST022638,Neha Kumar,P00003,Smartphone Case,Clothing,Zenith,4,322.59,0.0,103.23,7.27,,Credit Card,Delivered,San Jose,CA,United States,SELL00139,1401.3017000000002
39024,ORD0039025,20-03-2020,CUST026672,Rohit Kumar,P00048,Wireless Charger,Clothing,ReadMore,1,589.82,0.1,63.7,12.16,,Credit Card,Shipped,Indianapolis,IN,Canada,SELL01283,604.6513999999993
23809,ORD0023810,06-12-2021,CUST043723,Aman Sharma,P00048,Wireless Charger,Electronics,UrbanStyle,3,213.53,0.3,53.81,0.46,,Debit Card,Delivered,Austin,TX,United Kingdom,SELL00482,509.8599999999998
14083,ORD0014084,30-03-2024,CUST017958,Neha Kumar,P00014,Drone Mini,Sports & Outdoors,Apex,4,362.82,0.1,65.31,13.94,,Credit Card,Delivered,Indianapolis,IN,Canada,SELL01642,1383.410899999998
17601,ORD0017602,16-04-2020,CUST022897,Kabir Joshi,P00017,Electric Kettle,Clothing,ReadMore,5,448.53,0.0,112.13,7.6,,Net Banking,Cancelled,Indianapolis,IN,United States,SELL00804,2362.9854000000023
33416,ORD0033417,31-12-2021,CUST006670,Vivaan Kumar,P00044,Power Bank 20000mAh,Books,UrbanStyle,3,254.08,0.05,57.93,1.62,,UPI,Shipped,San Diego,CA,United States,SELL00291,785.7165999999994
62850,ORD0062851,06-05-2022,CUST006808,Vihaan Mehta,P00022,Water Bottle,Sports & Outdoors,CoreTech,2,154.05,0.1,13.86,9.06,,Credit Card,Delivered,San Diego,CA,India,SELL01866,300.5308999999998
77500,ORD0077501,28-07-2021,CUST019424,Priya Verma,P00044,Power Bank 20000mAh,Sports & Outdoors,ReadMore,4,415.71,0.25,0.0,12.44,,Credit Card,Delivered,Fort Worth,TX,United States,SELL00921,1263.4601000000014
9699,ORD0009700,20-11-2020,CUST038238,Vikas Gupta,P00049,Children's Book,Electronics,UrbanStyle,4,566.82,0.05,172.31,6.13,,Amazon Pay,Delivered,Phoenix,AZ,India,SELL00099,2333.050499999997
86800,ORD0086801,02-11-2022,CUST025904,Aman Kumar,P00039,Graphic Tablet,Home & Kitchen,BrightLux,2,288.68,0.1,62.35,2.79,,Credit Card,Delivered,New York,NY,United States,SELL00464,587.1777000000001
57163,ORD0057164,13-03-2023,CUST038233,Arjun Patel,P00029,T-Shirt,Sports & Outdoors,BrightLux,1,200.28,0.25,18.03,0.12,,Debit Card,Delivered,Phoenix,AZ,United States,SELL01556,172.3527000000001
89478,ORD0089479,25-03-2020,CUST033212,Aarav Sharma,P00041,Webcam Full HD,Sports & Outdoors,FitLife,5,230.64,0.05,131.46,6.13,,Debit Card,Delivered,Fort Worth,TX,United States,SELL01226,1234.9213000000004
10563,ORD0010564,07-04-2022,CUST046106,Sunita Singh,P00049,Children's Book,Electronics,FitLife,1,488.24,0.1,21.97,1.46,,Net Banking,Delivered,Seattle,WA,India,SELL00591,462.6070999999996
28005,ORD0028006,07-01-2023,CUST024717,Aarav Mehta,P00035,Desk Plant,Clothing,Apex,1,302.46,0.15,30.85,7.48,,Credit Card,Cancelled,San Jose,CA,United Kingdom,SELL01949,294.9142999999994
2502,ORD0002503,29-02-2024,CUST047223,Pooja Gupta,P00041,Webcam Full HD,Books,BrightLux,1,317.61,0.05,54.31,5.73,,Debit Card,Delivered,Columbus,OH,United States,SELL01071,362.2901
48960,ORD0048961,18-01-2022,CUST035295,Arjun Reddy,P00045,Phone Tripod,Electronics,FitLife,5,375.1,0.0,0.0,6.62,,Credit Card,Shipped,Indianapolis,IN,United Kingdom,SELL00609,1879.4469999999988
71740,ORD0071741,09-09-2024,CUST025541,Sunita Sharma,P00036,Smart Light Bulb,Clothing,HomeEase,4,214.97,0.0,68.79,12.44,,Credit Card,Delivered,Phoenix,AZ,India,SELL00980,940.1916000000002
63685,ORD0063686,22-08-2024,CUST017040,Aarav Joshi,P00028,Jeans,Books,FitLife,5,548.74,0.0,137.18,2.33,,UPI,Delivered,Washington,DC,United States,SELL01164,2883.949000000001
66514,ORD0066515,07-10-2021,CUST041522,Ritika Reddy,P00043,HDMI Cable 2m,Clothing,CoreTech,1,25.03,0.0,1.25,7.1,,UPI,Delivered,Indianapolis,IN,United States,SELL00203,33.161700000000025
